"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"10.11.2017","63,52","63,80","64,27","63,35","307,97K","-0,64%"
"09.11.2017","63,93","63,52","64,25","63,26","319,86K","0,69%"
"08.11.2017","63,49","63,69","64,64","62,95","418,07K","-0,31%"
"07.11.2017","63,69","64,12","64,65","63,50","389,46K","-0,90%"
"06.11.2017","64,27","62,27","64,44","62,08","356,99K","3,54%"
"03.11.2017","62,07","60,88","62,23","60,60","272,74K","2,39%"
"02.11.2017","60,62","60,50","60,86","60,02","289,30K","0,21%"
"01.11.2017","60,49","61,07","61,70","60,00","337,76K","-1,43%"
"31.10.2017","61,37","60,86","61,41","60,53","29,12K","0,77%"
"30.10.2017","60,90","60,66","61,00","60,14","168,54K","0,76%"
"27.10.2017","60,44","59,37","60,65","58,82","209,89K","1,92%"
"26.10.2017","59,30","58,42","59,55","58,05","232,28K","1,47%"
"25.10.2017","58,44","58,44","58,74","57,85","260,55K","0,19%"
"24.10.2017","58,33","57,41","58,57","57,04","334,68K","1,67%"
"23.10.2017","57,37","57,95","58,05","57,27","353,07K","-0,66%"
"20.10.2017","57,75","57,32","57,94","56,60","369,89K","0,91%"
"19.10.2017","57,23","58,24","58,30","57,02","430,67K","-1,58%"
"18.10.2017","58,15","58,16","58,54","57,74","329,33K","0,47%"
"17.10.2017","57,88","57,78","58,35","57,18","405,22K","0,10%"
"16.10.2017","57,82","57,28","58,47","57,12","341,78K","1,14%"
"13.10.2017","57,17","56,44","57,57","56,34","332,60K","1,64%"
"12.10.2017","56,25","56,74","56,83","55,88","339,53K","-1,21%"
"11.10.2017","56,94","56,56","57,09","56,14","310,14K","0,58%"
"10.10.2017","56,61","55,78","56,91","55,73","290,34K","1,47%"
"09.10.2017","55,79","55,50","55,98","55,06","301,15K","0,31%"
"06.10.2017","55,62","56,99","57,28","55,13","395,65K","-2,42%"
"05.10.2017","57,00","55,77","57,24","55,70","379,30K","2,15%"
"04.10.2017","55,80","55,67","56,20","55,38","330,85K","-0,36%"
"03.10.2017","56,00","56,10","56,40","55,70","275,42K","-0,21%"
"02.10.2017","56,12","56,73","56,76","55,50","352,05K","-2,47%"
"29.09.2017","57,54","57,60","57,80","57,14","24,02K","0,23%"
"28.09.2017","57,41","57,70","58,65","56,85","117,89K","-0,85%"
"27.09.2017","57,90","58,57","58,89","57,57","142,87K","-0,92%"
"26.09.2017","58,44","59,05","59,49","57,77","214,73K","-0,98%"
"25.09.2017","59,02","56,87","59,25","56,70","224,94K","3,80%"
"22.09.2017","56,86","56,50","56,91","56,22","208,36K","0,76%"
"21.09.2017","56,43","56,17","56,53","55,76","251,62K","0,25%"
"20.09.2017","56,29","55,35","56,48","55,26","295,65K","2,09%"
"19.09.2017","55,14","55,48","55,89","54,89","221,76K","-0,61%"
"18.09.2017","55,48","55,59","55,95","54,82","278,12K","-0,25%"
"15.09.2017","55,62","55,29","55,85","54,86","271,07K","0,27%"
"14.09.2017","55,47","55,02","55,99","54,93","327,35K","0,56%"
"13.09.2017","55,16","54,18","55,21","54,03","291,47K","1,64%"
"12.09.2017","54,27","53,77","54,44","53,42","279,34K","0,80%"
"11.09.2017","53,84","53,82","54,14","53,04","276,43K","0,11%"
"08.09.2017","53,78","54,54","54,87","53,57","307,45K","-1,30%"
"07.09.2017","54,49","54,13","54,67","53,89","306,72K","0,54%"
"06.09.2017","54,20","53,16","54,31","53,09","322,60K","1,54%"
"05.09.2017","53,38","52,30","53,66","52,09","300,78K","1,99%"
"04.09.2017","52,34","52,85","52,85","51,99","121,54K","-0,78%"
"01.09.2017","52,75","52,84","52,95","52,24","262,20K","0,71%"
"31.08.2017","52,38","50,58","52,43","50,56","33,50K","2,99%"
"30.08.2017","50,86","51,97","52,01","50,58","152,59K","-2,19%"
"29.08.2017","52,00","52,04","52,19","51,36","139,97K","0,21%"
"28.08.2017","51,89","52,38","52,84","51,52","141,58K","-0,99%"
"25.08.2017","52,41","52,30","52,68","51,93","218,09K","0,71%"
"24.08.2017","52,04","52,55","52,71","51,61","255,76K","-1,01%"
"23.08.2017","52,57","51,68","52,63","51,45","287,20K","1,35%"
"22.08.2017","51,87","51,78","52,28","51,39","313,92K","0,41%"
"21.08.2017","51,66","53,00","53,00","51,30","271,57K","-2,01%"
"18.08.2017","52,72","50,89","52,96","50,78","317,44K","3,31%"
"17.08.2017","51,03","50,40","51,12","50,00","334,30K","1,51%"
"16.08.2017","50,27","50,98","51,40","50,15","305,55K","-1,04%"
"15.08.2017","50,80","50,65","51,15","50,02","334,16K","0,14%"
"14.08.2017","50,73","52,02","52,38","50,55","281,57K","-2,63%"
"11.08.2017","52,10","51,94","52,28","51,30","245,31K","0,39%"
"10.08.2017","51,90","52,72","53,64","51,67","450,28K","-1,52%"
"09.08.2017","52,70","51,99","52,85","51,81","265,61K","1,07%"
"08.08.2017","52,14","52,24","52,73","51,82","235,16K","-0,44%"
"07.08.2017","52,37","52,39","52,53","51,37","260,94K","-0,10%"
"04.08.2017","52,42","51,97","52,52","51,43","278,78K","0,79%"
"03.08.2017","52,01","52,24","52,89","51,77","402,66K","-0,67%"
"02.08.2017","52,36","51,38","52,43","51,18","406,42K","1,12%"
"01.08.2017","51,78","52,70","52,93","50,88","392,64K","-1,65%"
"31.07.2017","52,65","52,60","52,92","52,20","25,54K","0,25%"
"28.07.2017","52,52","51,60","52,70","51,31","159,15K","2,00%"
"27.07.2017","51,49","50,86","51,64","50,50","184,43K","1,02%"
"26.07.2017","50,97","50,63","51,06","50,07","258,95K","1,53%"
"25.07.2017","50,20","48,64","50,91","48,63","284,29K","3,29%"
"24.07.2017","48,60","47,96","48,77","47,68","287,93K","1,12%"
"21.07.2017","48,06","49,33","49,65","47,81","338,35K","-2,52%"
"20.07.2017","49,30","49,65","50,19","49,19","315,34K","-0,80%"
"19.07.2017","49,70","48,70","49,81","48,58","300,37K","1,76%"
"18.07.2017","48,84","48,40","49,41","48,24","251,50K","0,87%"
"17.07.2017","48,42","49,14","49,26","48,31","227,42K","-1,00%"
"14.07.2017","48,91","48,37","49,11","48,15","295,66K","1,01%"
"13.07.2017","48,42","47,70","48,53","47,18","262,63K","1,42%"
"12.07.2017","47,74","48,21","48,79","47,35","333,70K","0,46%"
"11.07.2017","47,52","46,99","48,21","46,29","283,39K","1,37%"
"10.07.2017","46,88","46,84","47,38","46,11","268,90K","0,36%"
"07.07.2017","46,71","47,76","47,76","46,28","302,32K","-2,91%"
"06.07.2017","48,11","48,28","49,18","47,77","308,26K","0,67%"
"05.07.2017","47,79","49,67","49,84","47,00","372,98K","-3,67%"
"04.07.2017","49,61","49,63","49,90","49,29","129,57K","-0,14%"
"03.07.2017","49,68","48,95","49,71","48,54","244,52K","3,67%"
"30.06.2017","47,92","47,46","48,12","47,46","26,18K","1,05%"
"29.06.2017","47,42","47,39","48,03","47,14","179,56K","0,23%"
"28.06.2017","47,31","46,25","47,47","46,25","162,58K","1,41%"
"27.06.2017","46,65","45,85","47,06","45,79","263,26K","1,79%"
"26.06.2017","45,83","45,63","46,24","45,04","203,22K","0,64%"
"23.06.2017","45,54","45,28","45,75","45,03","252,26K","0,71%"
"22.06.2017","45,22","44,81","45,79","44,53","346,76K","0,89%"
"21.06.2017","44,82","45,89","46,63","44,35","389,71K","-2,61%"
"20.06.2017","46,02","46,96","47,23","45,42","343,46K","-1,90%"
"19.06.2017","46,91","47,21","47,76","46,77","261,49K","-0,97%"
"16.06.2017","47,37","46,82","47,61","46,81","227,42K","0,96%"
"15.06.2017","46,92","46,80","47,20","46,70","301,40K","-0,17%"
"14.06.2017","47,00","48,18","48,69","46,74","464,42K","-3,53%"
"13.06.2017","48,72","48,32","48,82","47,87","321,28K","0,89%"
"12.06.2017","48,29","48,06","49,15","48,01","316,56K","0,29%"
"09.06.2017","48,15","47,79","48,56","47,40","285,82K","0,61%"
"08.06.2017","47,86","48,26","48,60","47,56","445,97K","-0,42%"
"07.06.2017","48,06","49,97","50,14","47,96","461,75K","-4,11%"
"06.06.2017","50,12","49,57","50,30","49,00","329,71K","1,31%"
"05.06.2017","49,47","49,87","50,74","49,04","348,41K","-0,96%"
"02.06.2017","49,95","50,23","50,52","48,95","451,46K","-1,34%"
"01.06.2017","50,63","51,17","51,45","50,23","462,92K","0,64%"
"31.05.2017","50,31","51,92","51,92","49,81","41,68K","-2,95%"
"30.05.2017","51,84","52,25","52,35","51,19","137,21K","-0,86%"
"29.05.2017","52,29","52,24","52,61","51,86","36,59K","0,27%"
"26.05.2017","52,15","51,38","52,30","50,71","265,83K","1,34%"
"25.05.2017","51,46","54,15","54,67","51,03","464,50K","-4,63%"
"24.05.2017","53,96","54,14","54,62","53,66","351,64K","-0,35%"
"23.05.2017","54,15","53,87","54,43","53,20","328,33K","0,52%"
"22.05.2017","53,87","53,85","54,37","53,66","379,12K","0,48%"
"19.05.2017","53,61","52,57","53,82","52,55","333,27K","2,09%"
"18.05.2017","52,51","52,19","52,74","51,11","363,69K","0,57%"
"17.05.2017","52,21","51,20","52,61","51,04","331,36K","1,08%"
"16.05.2017","51,65","51,88","52,36","51,10","340,96K","-0,33%"
"15.05.2017","51,82","50,89","52,63","50,74","331,42K","1,93%"
"12.05.2017","50,84","50,76","51,09","50,33","304,76K","0,14%"
"11.05.2017","50,77","50,28","51,16","50,25","315,59K","1,10%"
"10.05.2017","50,22","48,95","50,63","48,81","368,11K","3,06%"
"09.05.2017","48,73","49,44","49,72","48,39","332,91K","-1,24%"
"08.05.2017","49,34","49,27","49,92","48,48","400,72K","0,49%"
"05.05.2017","49,10","48,45","49,63","46,64","530,44K","1,49%"
"04.05.2017","48,38","50,59","50,73","48,16","541,58K","-4,75%"
"03.05.2017","50,79","50,99","51,14","50,20","357,19K","0,65%"
"02.05.2017","50,46","51,39","52,16","50,14","364,06K","-2,06%"
"01.05.2017","51,52","51,88","51,97","51,22","121,53K","-0,41%"
"28.04.2017","51,73","51,58","52,12","51,31","23,20K","0,56%"
"27.04.2017","51,44","51,57","51,76","50,45","187,13K","-0,73%"
"26.04.2017","51,82","51,81","52,46","51,38","206,56K","-0,54%"
"25.04.2017","52,10","51,60","52,39","51,30","272,76K","0,97%"
"24.04.2017","51,60","52,11","52,57","51,42","267,28K","-0,69%"
"21.04.2017","51,96","53,00","53,29","51,57","348,48K","-1,94%"
"20.04.2017","52,99","53,09","53,55","52,68","401,85K","0,11%"
"19.04.2017","52,93","54,78","55,20","52,58","435,41K","-3,57%"
"18.04.2017","54,89","55,39","55,48","54,61","373,10K","-0,85%"
"17.04.2017","55,36","55,55","55,98","55,29","158,97K","-0,95%"
"13.04.2017","55,89","55,66","56,06","55,56","325,31K","0,05%"
"12.04.2017","55,86","56,28","56,65","55,50","373,53K","-0,66%"
"11.04.2017","56,23","56,08","56,30","55,45","340,42K","0,45%"
"10.04.2017","55,98","55,19","56,05","55,19","298,90K","1,34%"
"07.04.2017","55,24","54,88","56,08","54,57","317,78K","0,64%"
"06.04.2017","54,89","54,13","55,00","54,02","239,47K","0,97%"
"05.04.2017","54,36","54,22","55,09","53,97","353,02K","0,35%"
"04.04.2017","54,17","53,18","54,38","52,73","302,11K","1,98%"
"03.04.2017","53,12","53,62","53,74","53,03","241,75K","0,55%"
"31.03.2017","52,83","52,83","53,45","52,35","27,46K","-0,25%"
"30.03.2017","52,96","52,39","53,10","52,03","128,55K","1,03%"
"29.03.2017","52,42","51,43","52,48","51,36","140,44K","2,12%"
"28.03.2017","51,33","50,77","51,87","50,77","186,41K","1,14%"
"27.03.2017","50,75","51,03","51,10","50,03","195,52K","-0,10%"
"24.03.2017","50,80","50,64","51,06","50,40","215,34K","0,47%"
"23.03.2017","50,56","50,83","51,10","50,25","320,21K","-0,16%"
"22.03.2017","50,64","50,86","50,98","49,71","327,91K","-0,63%"
"21.03.2017","50,96","51,70","52,22","50,73","291,71K","-1,28%"
"20.03.2017","51,62","51,80","51,94","51,01","239,25K","-0,27%"
"17.03.2017","51,76","51,74","52,18","51,53","220,35K","0,04%"
"16.03.2017","51,74","52,08","52,65","51,50","281,53K","-0,14%"
"15.03.2017","51,81","51,50","52,15","51,36","327,90K","1,75%"
"14.03.2017","50,92","51,34","51,86","50,25","411,63K","-0,84%"
"13.03.2017","51,35","51,49","51,70","50,85","276,76K","-0,04%"
"10.03.2017","51,37","52,33","53,02","51,14","351,34K","-1,57%"
"09.03.2017","52,19","53,49","53,86","51,50","504,12K","-1,73%"
"08.03.2017","53,11","55,63","55,77","52,93","444,13K","-5,03%"
"07.03.2017","55,92","55,95","56,65","55,56","269,52K","-0,16%"
"06.03.2017","56,01","55,80","56,25","55,32","224,20K","0,20%"
"03.03.2017","55,90","55,18","55,95","55,09","248,71K","1,49%"
"02.03.2017","55,08","56,31","56,44","55,03","350,12K","-2,27%"
"01.03.2017","56,36","56,45","57,05","56,24","261,74K","1,39%"
"28.02.2017","55,59","56,02","56,15","55,23","28,35K","-0,61%"
"27.02.2017","55,93","55,96","56,77","55,86","139,29K","-0,11%"
"24.02.2017","55,99","56,40","56,66","55,74","164,96K","-1,04%"
"23.02.2017","56,58","56,20","57,26","56,18","223,59K","1,33%"
"22.02.2017","55,84","56,74","57,01","55,64","245,16K","-1,45%"
"21.02.2017","56,66","56,17","57,31","56,10","335,44K","0,85%"
"20.02.2017","56,18","55,90","56,42","55,70","209,63K","0,66%"
"17.02.2017","55,81","55,73","55,88","55,10","270,49K","0,29%"
"16.02.2017","55,65","55,74","56,24","55,13","310,84K","-0,18%"
"15.02.2017","55,75","55,82","56,25","55,56","272,52K","-0,39%"
"14.02.2017","55,97","55,75","56,46","55,53","254,98K","0,68%"
"13.02.2017","55,59","56,68","56,81","55,41","234,31K","-1,96%"
"10.02.2017","56,70","55,66","56,88","55,59","284,71K","1,92%"
"09.02.2017","55,63","55,30","55,92","55,23","263,40K","0,93%"
"08.02.2017","55,12","54,50","55,68","54,44","409,83K","0,13%"
"07.02.2017","55,05","55,91","55,98","54,58","317,18K","-1,20%"
"06.02.2017","55,72","56,85","57,13","55,65","252,70K","-1,92%"
"03.02.2017","56,81","56,92","57,30","56,39","264,76K","0,44%"
"02.02.2017","56,56","56,53","57,45","56,33","297,35K","-0,42%"
"01.02.2017","56,80","55,55","56,83","55,36","301,24K","1,97%"
"31.01.2017","55,70","55,25","56,00","54,90","28,80K","0,85%"
"30.01.2017","55,23","55,47","55,70","54,97","104,90K","-0,52%"
"27.01.2017","55,52","56,09","56,50","54,86","142,07K","-1,28%"
"26.01.2017","56,24","55,39","56,55","55,21","265,72K","2,11%"
"25.01.2017","55,08","55,24","55,65","54,75","275,73K","-0,65%"
"24.01.2017","55,44","55,42","55,87","55,07","254,89K","0,38%"
"23.01.2017","55,23","55,70","55,75","54,65","305,85K","-0,47%"
"20.01.2017","55,49","54,33","55,80","54,18","293,54K","2,46%"
"19.01.2017","54,16","54,29","54,77","53,90","346,87K","0,45%"
"18.01.2017","53,92","55,48","55,90","53,77","360,15K","-2,79%"
"17.01.2017","55,47","55,74","56,95","55,40","335,73K","-0,70%"
"16.01.2017","55,86","55,64","55,92","55,19","112,58K","0,74%"
"13.01.2017","55,45","56,00","56,21","55,28","247,09K","-1,00%"
"12.01.2017","56,01","55,19","56,43","55,01","331,63K","1,65%"
"11.01.2017","55,10","53,80","55,67","53,70","419,90K","2,72%"
"10.01.2017","53,64","54,95","55,36","53,58","332,98K","-2,37%"
"09.01.2017","54,94","56,81","57,00","54,74","266,39K","-3,78%"
"06.01.2017","57,10","56,88","57,47","56,28","234,87K","0,37%"
"05.01.2017","56,89","56,35","57,35","56,01","269,61K","0,76%"
"04.01.2017","56,46","55,73","56,55","55,33","282,55K","1,78%"
"03.01.2017","55,47","57,05","58,37","55,30","340,82K","-2,38%"